uuid,label_5,label_10,label_20,label_40,label_60
0,2,2,1,2,1
1,2,2,2,2,1
2,2,2,1,2,1
3,2,2,1,2,1
4,2,2,2,2,2
5,2,2,2,2,1
6,2,2,1,2,1
7,2,2,1,2,1
8,2,2,1,2,1
9,2,2,1,1,1
10,2,2,1,1,1
11,2,2,1,1,1
12,2,2,1,1,1
13,2,2,1,1,1
14,0,0,1,1,1
15,1,2,1,1,1
16,1,2,1,1,1
17,1,2,1,1,1
18,2,2,1,1,1
19,2,2,1,2,2
20,2,2,1,1,1
21,2,2,1,2,1
22,1,1,1,1,1
23,1,2,1,1,1
24,2,2,1,1,1
25,2,2,1,1,1
26,2,2,1,1,1
27,2,2,1,1,1
28,0,0,1,1,1
29,0,0,1,1,1
30,0,1,1,1,1
31,0,0,1,1,1
32,0,0,1,1,1
33,1,0,1,1,1
34,1,1,1,1,1
35,0,0,1,1,1
36,2,2,1,1,1
37,2,2,1,1,1
38,2,2,1,1,1
39,0,0,1,1,1
40,2,2,1,1,1
41,1,2,1,1,1
42,0,0,1,1,1
43,0,0,1,1,1
44,1,2,1,1,1
45,1,2,1,1,1
46,0,0,1,1,1
47,0,0,1,1,1
48,0,0,1,1,1
49,2,2,1,1,1
50,2,2,1,1,1
51,2,2,1,1,1
52,2,2,1,2,2
53,2,2,1,2,2
54,0,0,1,2,2
55,2,2,1,2,2
56,2,2,1,2,2
57,2,2,2,2,2
58,0,2,1,2,1
59,2,2,1,1,1
60,2,2,1,1,1
61,2,2,1,1,1
62,2,2,1,1,1
63,0,2,1,1,1
64,0,0,1,1,1
65,2,2,1,1,1
66,2,2,1,2,1
67,0,2,1,2,1
68,1,2,1,2,1
69,2,2,1,1,1
70,2,2,1,1,1
71,2,2,1,1,1
72,0,2,1,2,1
73,2,2,1,2,1
74,2,2,1,2,2
75,2,2,1,2,2
76,2,2,1,2,2
77,0,2,1,2,1
78,2,2,1,2,1
79,2,2,1,2,1
80,2,2,1,2,1
81,2,2,1,2,2
82,2,2,1,2,1
83,2,2,1,2,1
84,1,2,1,1,1
85,1,2,1,2,1
86,2,2,1,2,1
87,2,2,1,2,1
88,2,2,1,2,1
89,2,2,1,1,1
90,1,2,1,1,1
91,2,2,1,2,1
92,0,0,1,1,1
93,2,2,1,1,1
94,2,2,1,1,1
95,2,2,1,1,1
96,2,2,1,1,1
97,1,0,1,1,1
98,2,2,1,1,1
99,2,2,1,1,1
100,2,2,1,1,1
101,2,2,1,2,1
102,2,2,1,2,1
103,1,2,1,1,1
104,1,2,1,1,1
105,1,2,1,1,1
106,0,2,1,1,1
107,1,2,1,1,1
108,2,2,1,1,1
109,2,2,1,1,1
110,2,2,1,1,1
111,2,2,1,1,1
112,2,2,1,1,1
113,1,2,1,1,1
114,2,2,1,1,1
115,0,0,1,1,1
116,1,2,1,1,1
117,0,2,1,1,1
118,0,0,1,1,1
119,1,0,1,1,1
120,1,2,1,1,1
121,0,0,1,1,1
122,2,2,1,1,1
123,1,2,1,1,1
124,1,2,1,1,1
125,0,2,1,1,1
126,0,2,1,1,1
127,0,2,1,1,1
128,1,2,1,1,1
129,2,2,1,1,1
130,2,2,1,1,1
131,0,0,1,1,1
132,0,0,1,1,1
133,2,2,1,1,1
134,2,2,1,1,1
135,0,2,1,1,1
136,0,0,1,1,1
137,0,0,1,1,1
138,0,0,1,1,1
139,0,0,1,1,1
140,1,0,1,1,1
141,0,0,1,1,1
142,0,0,1,1,1
143,1,1,1,1,1
144,1,2,1,1,1
145,0,0,1,1,1
146,1,2,1,1,1
147,1,0,1,1,1
148,1,0,1,1,1
149,1,0,1,1,1
150,1,0,1,1,1
151,1,1,1,1,1
152,1,1,1,1,1
153,0,0,1,1,1
154,1,0,1,1,1
155,1,2,1,1,1
156,1,1,1,1,1
157,1,1,1,1,1
158,1,0,1,1,1
159,1,0,1,1,1
160,1,0,1,1,1
161,1,1,1,1,1
162,1,0,1,1,1
163,1,0,1,1,1
164,1,0,1,1,1
165,2,2,1,1,1
166,0,0,1,1,1
167,1,0,1,1,1
168,1,0,1,1,1
169,1,0,1,1,1
170,2,2,1,1,1
171,1,2,1,1,1
172,2,2,1,1,1
173,2,2,1,1,1
174,2,2,1,1,1
175,0,0,1,1,1
176,0,0,1,1,1
177,0,0,1,1,1
178,0,0,1,1,1
179,0,0,1,1,1
180,0,0,1,1,1
181,1,0,1,1,1
182,1,0,1,1,1
183,1,0,1,1,1
184,1,0,1,1,1
185,1,2,1,1,1
186,1,0,1,1,1
187,1,2,1,1,1
188,1,2,1,1,1
189,1,0,1,1,1
190,1,0,1,1,1
191,1,0,1,1,1
192,1,0,1,1,1
193,0,0,1,1,1
194,2,2,1,1,1
195,0,0,1,1,1
196,0,0,1,1,1
197,1,0,1,1,1
198,2,2,1,1,1
199,2,2,1,1,1
200,0,0,1,1,1
201,1,1,1,1,1
202,1,1,1,1,1
203,1,0,1,1,1
204,0,0,1,1,1
205,0,0,1,1,1
206,0,0,1,1,1
207,1,0,1,1,1
208,1,0,1,1,1
209,0,0,1,1,1
210,0,0,1,1,1
211,0,0,1,1,1
212,2,2,1,1,1
213,2,2,1,1,1
214,2,2,1,1,1
215,1,0,1,1,1
216,2,2,1,1,1
217,0,0,1,1,1
218,1,1,1,1,1
219,2,2,1,1,1
220,2,2,1,1,1
221,2,2,1,1,1
222,2,2,1,1,1
223,2,1,1,1,1
224,2,2,1,1,1
225,2,2,1,2,2
226,0,0,1,0,1
227,0,0,1,1,1
228,0,0,1,1,1
229,2,2,1,1,2
230,2,2,1,2,2
231,2,2,1,2,2
232,0,0,1,1,1
233,2,2,1,1,1
234,0,0,1,1,1
235,0,0,1,1,1
236,2,2,1,1,2
237,0,0,1,1,1
238,2,2,1,1,2
239,0,0,1,2,2
240,2,2,1,2,2
241,0,0,1,2,2
242,0,0,1,1,2
243,2,2,2,2,2
244,0,0,1,1,1
245,0,0,1,1,2
246,1,2,1,1,2
247,0,2,1,1,2
248,2,2,1,2,2
249,2,2,1,1,2
250,2,2,1,2,2
251,2,2,1,2,2
252,2,2,1,2,2
253,0,0,1,1,2
254,0,0,1,1,2
255,0,0,1,1,2
256,0,0,1,2,2
257,0,0,1,1,2
258,0,0,1,1,2
259,1,2,1,1,2
260,2,2,1,2,2
261,2,2,1,2,2
262,1,0,1,2,2
263,0,0,1,2,2
264,1,2,1,1,2
265,0,0,1,1,2
266,0,2,1,1,2
267,0,0,1,1,1
268,0,0,1,1,1
269,1,0,1,1,1
270,0,0,1,1,2
271,1,2,1,1,1
272,0,0,1,1,1
273,0,0,1,1,1
274,2,2,1,1,1
275,2,2,1,2,2
276,2,2,1,2,2
277,2,2,1,1,2
278,1,2,1,1,1
279,1,2,1,1,1
280,1,1,1,1,1
281,0,0,1,1,1
282,2,2,1,1,1
283,2,2,1,1,1
284,1,2,1,1,1
285,2,2,1,1,1
286,2,2,1,1,1
287,1,2,1,1,1
288,0,0,1,1,1
289,1,2,1,1,1
290,1,2,1,1,1
291,1,0,1,1,1
292,1,2,1,1,1
293,2,2,1,1,2
294,0,0,1,1,1
295,1,1,1,1,1
296,1,1,1,1,1
297,1,1,1,1,1
298,1,1,1,1,1
299,1,1,1,1,1
300,1,2,1,1,1
301,1,1,1,1,1
302,1,1,1,1,1
303,1,2,1,1,1
304,1,2,1,1,1
305,1,1,1,1,1
306,1,1,1,1,1
307,1,2,1,1,1
308,0,2,1,1,1
309,2,2,1,1,1
310,2,2,1,1,2
311,2,2,1,1,2
312,0,0,1,1,1
313,1,2,1,1,1
314,1,2,1,1,1
315,1,1,1,1,1
316,1,2,1,1,1
317,1,2,1,1,1
318,1,2,1,1,1
319,1,2,1,1,1
320,1,2,1,1,1
321,1,2,1,1,1
322,2,2,1,1,1
323,2,2,1,1,1
324,2,2,1,1,1
325,2,2,1,1,1
326,1,1,1,1,1
327,1,1,1,1,1
328,1,1,1,1,1
329,1,1,1,1,1
330,1,1,1,1,1
331,0,0,1,1,2
332,1,0,1,1,2
333,0,0,1,1,2
334,1,2,1,1,2
335,2,2,1,1,2
336,1,2,1,1,2
337,0,0,1,1,1
338,1,0,1,1,1
339,1,0,1,1,1
340,1,0,1,1,1
341,1,1,1,1,1
342,0,0,1,1,1
343,1,2,1,1,1
344,1,1,1,1,1
345,2,2,1,1,2
346,2,2,1,1,2
347,2,2,1,1,2
348,2,2,1,1,2
349,2,2,1,1,2
350,0,0,1,1,2
351,0,0,1,1,2
352,0,0,1,1,2
353,2,2,1,1,1
354,2,2,1,1,1
355,2,2,1,1,1
356,2,2,1,1,1
357,2,2,1,1,1
358,2,2,1,1,1
359,1,2,1,1,1
360,1,1,1,1,1
361,0,0,1,1,2
362,1,1,1,1,1
363,1,1,1,1,1
364,1,2,1,1,1
365,1,2,1,1,1
366,1,1,1,1,1
367,1,1,1,1,1
368,1,1,1,1,1
369,2,2,1,1,1
370,2,2,1,1,1
371,1,2,1,1,1
372,2,2,1,1,1
373,2,2,1,1,1
374,2,2,1,1,1
375,1,0,1,1,1
376,1,1,1,1,1
377,2,2,1,1,2
378,2,2,1,1,2
379,2,2,1,2,2
380,2,2,1,2,2
381,2,2,1,2,2
382,1,2,1,2,1
383,2,2,1,2,2
384,2,2,1,2,2
385,2,2,1,2,2
386,1,2,1,2,2
387,2,2,1,2,2
388,2,2,1,2,2
389,1,2,1,2,2
390,2,2,1,2,2
391,0,2,1,1,1
392,0,0,1,1,1
393,0,0,1,1,1
394,2,2,1,2,2
395,2,2,1,2,2
396,2,2,1,2,1
397,1,2,1,2,1
398,2,2,1,2,1
399,2,2,1,2,1
400,2,2,1,2,1
401,0,0,1,2,2
402,0,2,1,2,2
403,2,2,1,2,1
404,2,2,1,2,1
405,2,2,1,2,2
406,2,2,1,2,2
407,2,2,1,2,2
408,2,2,1,2,2
409,2,2,1,2,2
410,2,2,1,2,2
411,0,2,1,2,2
412,2,2,1,2,2
413,0,0,1,2,2
414,2,2,1,2,2
415,2,2,1,2,2
416,2,2,1,2,1
417,2,2,1,2,2
418,2,2,1,2,1
419,1,1,1,2,2
420,0,0,1,2,2
421,0,0,1,2,2
422,2,2,1,2,1
423,2,2,1,2,1
424,1,2,1,2,2
425,1,2,1,2,2
426,1,2,1,2,2
427,2,2,1,2,1
428,2,2,1,1,1
429,2,2,1,1,1
430,2,2,1,1,1
431,2,2,1,1,1
432,2,2,1,1,1
433,2,2,1,1,1
434,2,2,1,1,1
435,2,2,1,1,1
436,2,2,1,1,1
437,2,2,1,1,1
438,2,2,1,1,1
439,2,2,1,1,1
440,0,0,1,1,1
441,0,0,1,1,1
442,0,0,1,1,1
443,0,0,1,1,1
444,1,0,1,1,1
445,2,2,1,1,1
446,2,2,1,1,1
447,2,2,1,1,1
448,2,2,1,1,1
449,2,2,1,1,1
450,2,2,1,2,2
451,0,1,1,1,1
452,1,2,1,2,2
453,1,1,1,1,1
454,2,2,1,1,1
455,0,0,1,1,1
456,0,0,1,1,1
457,1,0,1,1,1
458,2,2,1,1,1
