uuid,label_5,label_10,label_20,label_40,label_60
0,1,0,0,0,0
1,2,2,1,2,0
2,1,2,1,2,0
3,1,2,1,2,0
4,1,2,1,2,0
5,1,2,1,2,0
6,2,2,1,2,2
7,2,2,1,2,2
8,2,2,1,2,2
9,1,0,0,0,0
10,1,0,1,0,0
11,0,0,0,0,0
12,0,0,0,0,0
13,0,0,0,0,0
14,1,0,1,2,0
15,1,0,1,1,1
16,1,0,1,1,1
17,1,0,1,2,0
18,1,0,1,2,2
19,1,1,1,1,1
20,1,0,1,1,2
21,1,0,0,2,2
22,1,2,0,2,2
23,1,1,1,2,2
24,2,2,2,2,2
25,1,2,1,2,2
26,2,2,1,2,2
27,2,2,1,2,2
28,0,0,0,0,2
29,1,0,0,2,2
30,2,2,2,2,2
31,2,2,2,2,2
32,0,0,0,0,0
33,0,0,2,2,2
34,2,2,2,2,2
35,0,0,0,0,2
36,2,2,0,0,2
37,2,2,0,0,2
38,0,0,0,0,0
39,2,2,2,2,2
40,2,0,1,2,2
41,1,0,1,2,2
42,2,2,1,2,2
43,0,0,0,2,2
44,0,0,0,2,2
45,0,0,0,2,2
46,0,0,0,2,2
47,0,0,0,2,2
48,0,0,0,2,2
49,0,0,0,2,2
50,0,0,0,2,2
51,0,0,0,2,2
52,2,2,1,2,2
53,2,2,1,2,2
54,1,0,1,2,2
55,1,0,1,2,2
56,0,0,1,2,2
57,1,0,1,2,2
58,1,0,1,2,2
59,1,0,1,2,2
60,1,0,1,2,2
61,1,0,2,2,2
62,1,0,1,2,2
63,1,0,2,2,2
64,2,2,2,2,2
65,2,2,2,2,2
66,1,0,2,2,2
67,0,0,2,2,2
68,0,0,2,2,2
69,0,0,0,2,2
70,0,0,2,2,2
71,1,0,2,2,2
72,2,2,2,2,2
73,2,2,2,2,2
74,0,0,2,2,2
75,1,0,2,2,2
76,1,0,2,2,2
77,1,0,2,2,2
78,0,0,2,2,2
79,2,2,2,2,2
80,2,2,2,2,2
81,2,2,2,2,2
82,2,2,2,2,2
83,2,2,2,2,2
84,2,2,2,2,2
85,2,2,2,2,2
86,2,2,2,2,2
87,2,2,2,2,2
88,2,2,2,2,2
89,2,2,2,2,2
90,2,2,2,2,2
91,2,2,2,2,2
92,1,2,2,2,2
93,0,0,2,2,2
94,0,0,2,2,2
95,0,0,1,2,2
96,1,0,1,2,2
97,0,2,2,2,2
98,1,2,2,2,2
99,1,2,1,2,2
100,1,2,2,2,2
101,2,2,2,2,2
102,1,2,2,2,2
103,1,2,2,2,2
104,2,2,2,2,2
105,2,2,2,2,2
106,2,2,2,2,2
107,2,2,2,2,2
108,2,2,2,2,2
109,0,2,2,2,2
110,1,2,2,2,2
111,1,2,2,2,2
112,2,2,2,2,2
113,2,2,2,2,2
114,1,2,2,2,2
115,2,2,2,2,2
116,1,2,2,2,2
117,1,2,2,2,2
118,1,2,2,2,2
119,2,2,2,2,2
120,1,2,2,2,2
121,2,2,2,2,2
122,1,2,2,2,2
123,2,2,2,2,2
124,2,2,2,2,2
125,2,2,2,2,2
126,2,2,2,2,2
127,2,2,2,2,2
128,2,2,2,2,2
129,2,2,2,2,2
130,1,2,2,2,2
131,1,2,2,2,2
132,1,2,2,2,2
133,1,2,2,2,2
134,2,2,2,2,2
135,2,2,2,2,2
136,2,2,2,2,2
137,2,2,2,2,2
138,2,2,2,2,2
139,1,2,2,2,2
140,2,2,2,2,2
141,2,2,2,2,2
142,2,2,1,2,2
143,2,2,1,2,2
144,2,2,2,2,2
145,2,2,2,2,2
146,2,2,2,2,2
147,2,2,1,2,2
148,1,2,1,2,2
149,1,2,1,2,2
150,1,2,1,2,2
151,2,2,1,2,2
152,2,2,1,2,2
153,1,2,1,2,2
154,1,2,1,2,2
155,1,2,1,2,2
156,1,2,1,2,2
157,1,2,1,2,2
158,2,2,2,2,2
159,2,2,2,2,2
160,2,2,2,2,2
161,2,2,2,2,2
162,2,2,2,2,2
163,2,2,2,2,2
164,0,0,1,1,2
165,2,2,2,2,2
166,2,2,2,2,2
167,2,2,2,2,2
168,2,2,1,2,2
169,2,2,1,2,2
170,1,2,1,2,2
171,1,1,1,2,2
172,1,2,1,2,2
173,1,2,1,2,2
174,1,2,1,2,2
175,1,0,1,1,2
176,1,2,1,1,2
177,1,2,1,1,2
178,1,2,2,2,2
179,1,2,2,2,2
180,1,2,1,2,2
181,1,2,2,2,2
182,2,2,2,2,2
183,1,2,1,2,2
184,1,2,1,2,2
185,2,2,1,2,2
186,2,2,1,2,2
187,1,2,1,2,2
188,1,2,2,2,2
189,1,2,1,2,2
190,1,2,1,2,2
191,0,0,1,1,2
192,1,2,1,2,2
193,1,2,1,2,2
194,1,2,1,1,2
195,2,2,1,2,2
196,2,2,2,2,2
197,1,2,1,2,2
198,1,2,1,2,2
199,2,2,1,2,2
200,2,2,1,2,2
201,2,2,2,2,2
202,2,2,1,2,2
203,2,2,2,2,2
204,1,2,1,2,2
205,1,1,1,2,2
206,1,1,1,2,2
207,1,1,1,2,2
208,1,1,1,2,2
209,2,2,1,2,2
210,0,0,1,2,2
211,1,0,1,2,2
212,1,1,1,2,2
213,1,0,1,2,2
214,2,2,1,2,2
215,1,2,1,2,2
216,2,2,1,2,2
217,1,1,1,2,2
218,1,1,1,2,2
219,1,1,1,2,2
220,1,1,1,2,2
221,1,1,1,2,2
222,1,2,1,2,2
223,1,1,1,2,2
224,2,2,1,2,2
225,2,2,1,2,2
226,1,1,1,2,2
227,2,2,2,2,2
228,1,2,1,2,2
229,1,2,1,2,2
230,1,2,1,2,2
231,1,2,1,2,2
232,1,2,1,2,2
233,1,2,1,2,2
234,1,2,1,2,2
235,1,2,1,2,2
236,1,1,1,2,2
237,1,1,1,2,2
238,1,1,1,2,2
239,1,2,1,2,2
240,1,2,1,2,2
241,1,2,1,2,2
242,1,2,1,2,2
243,1,2,1,2,2
244,1,2,1,2,2
245,1,2,1,2,2
246,1,2,1,2,2
247,1,2,1,2,2
248,1,2,1,2,2
249,1,2,1,2,2
250,1,0,1,2,2
251,1,2,1,2,2
252,1,0,1,2,2
253,1,2,1,2,2
254,1,2,2,2,2
255,1,2,2,2,2
256,2,2,2,2,2
257,1,2,1,2,2
258,1,2,1,2,2
259,1,0,1,2,2
260,1,0,1,1,2
261,1,0,1,1,2
262,1,1,1,1,2
263,1,2,1,1,2
264,1,0,1,1,2
265,1,1,1,1,2
266,1,2,1,2,2
267,2,2,1,2,2
268,2,2,1,2,2
269,1,2,1,2,2
270,1,2,1,2,2
271,1,2,1,2,2
272,1,2,1,2,2
273,1,2,1,2,2
274,2,2,1,2,2
275,1,2,1,2,2
276,1,2,1,2,2
277,1,2,1,2,2
278,1,2,1,2,2
279,2,2,1,2,2
280,2,2,1,2,2
281,2,2,2,2,2
282,2,2,2,2,2
283,2,2,2,2,2
284,2,2,2,2,2
285,2,2,2,2,2
286,1,2,1,2,2
287,2,2,2,2,2
288,2,2,2,2,2
289,2,2,2,2,2
290,2,2,2,2,2
291,2,2,1,2,2
292,2,2,1,2,2
293,2,2,1,2,2
294,2,2,2,2,2
295,2,2,1,2,2
