uuid,label_5,label_10,label_20,label_40,label_60
0,2,2,0,0,0
1,2,2,0,0,0
2,2,0,0,0,0
3,2,0,0,0,0
4,0,0,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
7,0,0,0,0,0
8,0,0,0,0,0
9,2,0,0,0,0
10,2,0,0,0,0
11,1,2,0,0,0
12,1,2,0,0,0
13,1,2,0,0,0
14,2,2,0,0,0
15,2,2,0,0,0
16,2,2,0,0,0
17,1,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,2,0,0,0,0
30,1,0,0,0,0
31,2,0,0,0,0
32,1,0,0,0,0
33,1,0,0,0,0
34,1,0,0,0,0
35,1,0,0,0,0
36,1,0,0,0,0
37,1,0,0,0,0
38,1,0,0,0,0
39,1,0,0,0,0
40,1,0,0,0,0
41,0,0,0,0,0
42,1,0,0,0,0
43,1,0,0,0,0
44,0,0,0,0,0
45,1,0,0,0,0
46,0,0,0,0,0
47,0,0,0,0,0
48,0,0,0,0,0
49,0,0,0,0,0
50,0,0,0,0,0
51,0,0,0,0,0
52,0,0,0,0,0
53,0,0,0,0,0
54,0,0,0,0,0
55,0,0,0,0,0
56,0,0,0,0,0
57,0,0,0,0,0
58,0,0,0,0,0
59,0,0,0,0,0
60,0,0,0,0,0
61,0,0,0,0,0
62,2,0,0,0,0
63,0,0,0,0,0
64,2,0,0,0,0
65,1,0,0,0,0
66,1,0,0,0,0
67,1,0,0,0,0
68,1,0,0,0,0
69,1,0,0,0,0
70,1,0,0,0,0
71,1,0,0,0,0
72,1,0,0,0,0
73,1,0,0,0,0
74,0,0,0,0,0
75,0,0,0,0,0
76,0,0,0,0,0
77,0,0,0,0,0
78,0,0,0,0,0
79,0,0,0,0,0
80,0,0,0,0,0
81,0,0,0,0,0
82,1,0,0,0,0
83,1,0,0,0,0
84,1,0,0,0,0
85,1,0,0,0,0
86,1,0,0,0,0
87,1,0,0,0,0
88,1,0,0,0,0
89,1,0,0,0,0
90,1,0,0,0,0
91,1,0,0,0,0
92,1,0,0,0,0
93,0,0,0,0,0
