uuid,label_5,label_10,label_20,label_40,label_60
0,0,0,0,0,2
1,2,2,1,2,2
2,0,0,0,0,0
3,0,0,0,0,2
4,2,2,2,2,2
5,2,2,0,0,2
6,2,2,2,0,2
7,2,2,2,0,2
8,2,0,2,0,2
9,2,0,2,0,2
10,2,0,1,0,2
11,0,0,0,0,2
12,0,0,0,0,2
13,0,0,0,0,2
14,0,0,0,0,2
15,0,0,0,0,2
16,0,0,1,0,2
17,0,0,0,0,2
18,2,2,2,2,2
19,0,0,1,0,2
20,0,2,1,0,2
21,2,2,1,0,2
22,0,0,1,0,2
23,0,0,1,0,2
24,2,2,1,2,2
25,1,2,1,0,2
26,2,2,2,2,2
27,2,2,2,2,2
28,2,2,2,2,2
29,2,2,2,2,2
30,2,2,2,2,2
31,2,2,2,0,2
32,2,2,2,0,2
33,2,2,2,0,2
34,2,2,2,2,2
35,2,2,1,2,2
36,0,0,1,0,2
37,0,0,0,0,2
38,1,0,1,0,2
39,2,2,1,2,2
40,1,2,1,2,2
41,1,2,1,2,2
42,1,2,1,2,2
43,2,2,1,2,2
44,1,2,1,2,2
45,1,2,1,2,2
46,1,0,1,2,2
47,0,0,1,0,2
48,1,0,1,0,2
49,2,2,1,2,2
50,1,0,1,2,2
51,1,0,1,2,2
52,1,0,1,2,2
53,1,2,1,2,2
54,1,2,1,2,2
55,1,2,1,2,2
56,2,2,1,2,2
57,2,2,1,2,2
58,2,2,2,2,2
59,1,2,1,2,2
60,0,0,2,2,2
61,2,2,2,2,2
62,2,2,2,2,2
63,2,2,2,2,2
64,2,2,1,2,2
65,2,2,2,2,2
66,0,2,2,2,2
67,0,0,1,2,2
68,2,2,2,2,2
69,1,2,1,2,2
70,0,0,1,2,2
71,1,2,1,2,2
72,0,0,1,2,2
73,2,2,1,2,2
74,1,2,1,2,2
75,1,2,1,2,2
76,2,2,2,2,2
77,1,2,1,2,2
78,1,2,1,2,2
79,2,2,2,2,2
80,2,2,2,2,2
81,2,2,2,2,2
82,2,2,2,2,2
83,2,2,2,2,2
84,2,2,2,2,2
85,2,2,2,2,2
86,2,2,2,2,2
87,2,2,2,2,2
88,2,2,2,2,2
89,2,2,2,2,2
90,2,2,2,2,2
91,2,2,2,2,2
92,2,2,2,2,2
93,2,2,2,2,2
94,2,2,2,2,2
95,2,2,2,2,2
96,2,2,2,2,2
97,2,2,2,2,2
98,2,2,2,2,2
99,2,2,2,2,2
100,2,2,2,2,2
101,2,2,2,2,2
102,1,2,2,2,2
103,1,2,2,2,2
104,2,2,2,2,2
105,2,2,2,2,2
106,1,2,2,2,2
107,2,2,2,2,2
108,2,2,2,2,2
109,2,2,2,2,2
110,2,2,2,2,2
111,2,2,2,2,2
112,2,2,2,2,2
113,2,2,2,2,2
114,2,2,2,2,2
115,2,2,2,2,2
116,1,2,1,2,2
117,1,2,1,2,2
118,1,2,1,2,2
119,2,2,2,2,2
120,2,2,1,2,2
121,2,2,1,2,2
122,2,2,1,2,2
123,1,2,2,2,2
124,2,2,2,2,2
125,1,2,1,2,2
126,2,2,1,2,2
127,2,2,2,2,2
128,2,2,2,2,2
129,2,2,2,2,2
130,1,2,2,2,2
131,2,2,2,2,2
132,2,2,2,2,2
133,2,2,2,2,2
134,1,2,2,2,2
135,2,2,2,2,2
136,0,2,1,2,2
137,1,2,1,2,2
138,2,2,2,2,2
139,2,2,2,2,2
140,1,2,2,2,2
141,1,2,2,2,2
142,2,2,2,2,2
143,1,2,1,2,2
144,1,2,2,2,2
145,0,2,2,2,2
146,1,2,2,2,2
147,1,2,1,2,2
148,1,2,2,2,2
149,1,2,2,2,2
150,1,2,2,2,2
151,2,2,2,2,2
152,2,2,2,2,2
153,1,2,2,2,2
154,2,2,2,2,2
155,1,2,2,2,2
156,2,2,2,2,2
157,1,2,2,2,2
158,2,2,2,2,2
159,2,2,2,2,2
160,2,2,2,2,2
161,2,2,2,2,2
162,2,2,2,2,2
163,2,2,2,2,2
164,2,2,2,2,2
165,2,2,2,2,2
166,2,2,2,2,2
167,2,2,2,2,2
168,2,2,2,2,2
169,2,2,2,2,2
170,1,2,2,2,2
171,1,2,2,2,2
172,1,2,2,2,2
173,1,2,2,2,2
174,1,2,2,2,2
175,1,2,2,2,2
176,2,2,2,2,2
177,1,2,2,2,2
178,1,2,2,2,2
179,2,2,1,2,2
180,1,2,2,2,2
181,1,2,2,2,2
182,1,2,2,2,2
183,0,0,1,2,2
184,1,2,1,2,2
185,1,2,1,2,2
186,1,2,2,2,2
187,1,2,1,2,2
188,1,2,1,2,2
189,1,2,1,2,2
190,1,2,1,2,2
191,2,2,2,2,2
192,1,1,1,2,2
193,1,2,1,2,2
194,1,1,1,2,2
195,1,0,1,2,2
196,1,1,1,2,2
197,1,1,1,2,2
198,1,0,1,2,2
199,1,1,1,2,2
200,0,0,1,2,2
201,0,0,1,2,2
202,1,2,1,2,2
203,1,2,1,2,2
204,1,2,1,2,2
205,1,2,1,2,2
206,1,2,1,2,2
207,1,2,1,2,2
208,2,2,1,2,2
209,2,2,2,2,2
210,1,2,1,2,2
211,1,2,1,2,2
212,1,2,1,2,2
213,1,2,1,2,2
214,1,2,1,2,2
215,1,2,1,2,2
216,1,1,1,2,2
217,2,2,2,2,2
218,1,2,1,2,2
219,2,2,2,2,2
220,1,2,1,2,2
221,1,2,1,2,2
222,2,2,2,2,2
223,1,2,2,2,2
224,1,2,2,2,2
225,1,2,2,2,2
226,1,2,1,2,2
227,1,2,2,2,2
228,1,1,1,2,2
229,1,2,2,2,2
230,1,2,1,2,2
231,1,2,1,2,2
232,1,2,1,2,2
233,1,2,1,2,2
234,1,2,1,2,2
235,1,2,2,2,2
236,1,2,1,2,2
237,1,2,1,2,2
238,2,2,1,2,2
239,2,2,1,2,2
240,2,2,1,2,2
241,1,2,1,2,2
242,1,2,1,2,2
243,1,2,1,2,2
244,1,2,1,2,2
245,1,2,1,2,2
246,1,2,1,2,2
247,1,2,1,2,2
248,1,2,1,2,2
249,1,2,1,2,2
250,2,2,2,2,2
251,2,2,2,2,2
252,1,2,2,2,2
253,1,2,1,2,2
254,1,2,1,2,2
255,1,2,2,2,2
256,1,2,2,2,2
257,2,2,2,2,2
258,0,2,2,2,2
259,1,2,1,2,2
260,1,2,1,2,2
261,1,2,1,2,2
262,1,2,1,2,2
263,2,2,1,2,2
264,2,2,1,2,2
265,2,2,1,2,2
266,2,2,1,2,2
267,2,2,1,2,2
268,2,2,2,2,2
269,1,2,1,2,2
270,2,2,2,2,2
271,2,2,2,2,2
272,1,2,1,2,2
273,2,2,1,2,2
274,1,2,1,2,2
275,2,2,1,2,2
276,1,2,1,2,2
277,2,2,2,2,2
278,2,2,2,2,2
279,1,2,2,2,2
280,2,2,2,2,2
281,2,2,2,2,2
282,2,2,1,2,2
283,2,2,1,2,2
284,2,2,2,2,2
285,2,2,2,2,2
286,2,2,2,2,2
287,2,2,2,2,2
288,2,2,2,2,2
