uuid,label_5,label_10,label_20,label_40,label_60
0,1,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,1,0,0,0,0
5,1,0,0,0,0
6,0,0,0,0,0
7,0,0,0,0,0
8,1,0,0,0,0
9,1,0,0,0,0
10,1,0,0,0,0
11,1,0,0,0,0
12,1,0,0,0,0
13,1,0,0,0,0
14,1,0,0,0,0
15,1,0,0,0,0
16,1,0,0,0,0
17,1,0,0,0,0
18,0,0,0,0,0
19,1,0,0,0,0
20,1,0,0,0,0
21,1,0,0,0,0
22,1,0,0,0,0
23,1,0,0,0,0
24,1,0,0,0,0
25,1,2,0,0,0
26,1,1,0,0,0
27,1,2,0,0,0
28,1,2,0,0,0
29,1,2,0,0,0
30,1,2,0,0,0
31,1,0,0,0,0
32,1,2,0,0,0
33,1,2,0,0,0
34,1,2,0,0,0
35,1,0,0,0,0
36,1,0,0,0,0
37,1,0,0,0,0
38,1,0,0,0,0
39,1,1,0,0,2
40,1,1,1,0,2
41,1,0,0,0,2
42,1,0,0,0,2
43,0,0,0,0,0
44,1,0,0,0,2
45,1,0,0,0,2
46,1,0,0,0,2
47,1,0,0,0,2
48,1,1,0,0,2
49,1,0,0,0,2
50,1,0,0,0,2
51,1,0,0,0,2
52,1,0,0,0,2
53,1,0,0,0,2
54,1,0,0,0,2
55,1,0,0,0,2
56,1,1,1,0,2
57,1,1,1,0,2
58,2,2,2,0,2
59,1,0,2,2,2
60,1,0,1,2,2
61,1,0,2,2,2
62,1,0,2,2,2
63,1,0,2,2,2
64,1,0,2,2,2
65,0,0,2,2,2
66,1,0,2,2,2
67,1,0,2,2,2
68,1,0,0,2,2
69,1,1,2,2,2
70,1,0,0,2,2
71,1,0,2,2,2
72,1,1,1,2,2
73,1,1,1,2,2
74,1,0,2,2,2
75,1,0,2,2,2
76,1,0,1,2,2
77,1,0,1,2,2
78,1,0,0,2,2
79,1,0,1,2,2
80,1,0,2,2,2
81,1,2,2,2,2
82,1,0,2,2,2
83,1,0,2,2,2
84,1,2,2,2,2
85,0,0,2,2,2
86,1,0,1,2,2
87,1,2,1,2,2
88,1,2,2,2,2
89,1,2,2,2,2
90,1,2,2,2,2
91,1,2,2,2,2
92,1,2,2,2,2
93,1,2,2,2,2
94,1,2,2,2,2
95,1,2,2,2,2
96,1,2,2,2,2
97,1,2,2,2,2
98,1,2,2,2,2
99,1,2,2,2,2
100,0,2,2,0,0
101,1,2,2,2,2
102,1,2,2,2,2
103,1,2,2,2,2
104,1,2,2,2,2
105,1,2,2,2,2
106,1,2,2,2,2
107,1,0,2,0,2
108,1,2,2,1,0
109,1,2,2,2,2
110,1,2,2,2,2
111,1,2,1,2,2
112,1,2,2,2,2
113,1,2,2,2,2
114,1,2,2,2,2
115,2,2,2,2,2
116,1,2,2,2,2
117,1,2,2,2,2
118,1,2,2,2,2
119,1,2,2,2,2
120,1,2,2,2,2
121,1,2,2,2,2
122,1,2,2,0,0
123,1,2,2,2,2
124,1,2,2,2,0
125,1,2,2,2,0
126,1,1,2,2,2
127,1,1,2,2,2
128,1,1,2,2,2
129,1,2,2,2,2
130,1,1,1,0,0
131,1,1,2,2,2
132,1,1,2,2,2
133,1,2,2,2,2
134,1,2,2,2,2
135,1,2,2,2,2
136,1,1,2,2,2
137,1,1,1,2,2
138,1,2,2,2,0
139,1,2,1,2,2
140,1,2,1,2,2
141,1,2,1,2,2
142,1,2,1,2,2
143,1,2,1,2,2
144,1,2,1,0,2
145,1,2,1,2,2
146,1,1,1,0,0
147,1,1,1,0,0
148,1,1,1,2,0
149,1,1,1,0,0
150,1,1,1,0,2
151,1,0,1,0,0
152,1,2,1,2,2
153,1,2,1,2,2
154,1,2,1,0,0
155,1,2,1,2,2
156,1,1,1,2,2
157,1,2,1,2,2
158,1,2,1,2,2
159,1,2,1,0,2
160,1,1,1,2,2
161,1,2,2,2,2
162,1,1,1,0,0
163,1,1,1,2,2
164,1,1,1,2,2
165,1,2,2,2,2
166,1,0,2,2,2
167,1,0,1,2,2
168,1,1,1,2,2
169,1,1,1,2,2
170,1,2,2,2,2
171,1,2,0,0,2
172,1,1,1,0,2
173,1,1,1,0,2
174,1,1,1,0,2
175,1,0,0,0,2
176,1,1,1,0,2
177,1,0,1,0,2
178,1,0,1,0,0
179,1,0,1,0,2
180,1,1,1,2,2
181,1,1,1,0,2
182,1,1,1,0,2
183,1,1,1,0,2
184,1,1,1,0,2
185,1,2,0,0,2
186,1,1,1,0,2
187,1,1,1,0,2
188,1,1,1,2,2
189,1,2,1,0,2
190,1,2,2,0,2
191,1,1,1,0,2
192,1,1,1,0,2
193,1,1,1,2,2
194,1,2,1,2,2
195,1,1,1,2,2
196,1,2,1,0,2
197,1,1,1,0,2
198,1,2,1,2,2
199,1,1,1,2,2
200,1,1,1,2,2
201,1,1,1,2,2
202,1,2,1,2,2
203,1,1,1,2,2
204,1,1,1,2,2
205,1,1,2,2,2
206,1,1,1,2,2
207,1,1,1,2,2
208,1,1,1,2,2
209,1,1,1,2,2
210,1,1,1,2,2
211,1,1,1,2,2
212,1,1,1,2,2
213,1,1,1,2,2
214,1,2,1,2,2
215,1,1,1,2,2
216,1,1,1,2,2
217,1,1,1,2,2
218,1,2,1,2,2
219,1,1,1,0,0
220,1,2,1,0,0
221,1,2,0,0,0
222,1,2,1,0,0
223,1,2,1,2,2
224,1,1,1,2,2
225,1,2,2,0,2
226,1,2,2,2,2
227,1,1,1,1,2
228,1,2,2,0,0
