uuid,label_5,label_10,label_20,label_40,label_60
0,0,0,1,0,0
1,0,0,1,0,0
2,0,0,1,0,0
3,0,0,1,0,0
4,1,1,1,0,0
5,1,1,1,1,0
6,0,0,1,0,0
7,1,1,1,0,0
8,1,1,1,1,0
9,1,1,1,0,0
10,1,1,1,0,0
11,1,1,1,1,0
12,1,1,1,0,0
13,1,1,1,1,0
14,1,1,1,0,0
15,1,1,1,1,0
16,1,1,1,1,0
17,1,1,1,1,0
18,1,1,1,1,0
19,1,1,1,1,0
20,1,1,1,0,0
21,1,1,1,0,0
22,1,1,1,0,0
23,1,1,1,0,0
24,1,1,1,0,0
25,1,1,1,0,0
26,1,1,1,1,0
27,1,1,1,0,0
28,1,1,1,0,0
29,1,1,1,0,0
30,1,1,1,0,0
31,1,1,1,0,0
32,1,1,1,0,0
33,1,1,1,0,0
34,1,1,1,0,0
35,1,1,1,0,0
36,1,1,1,0,0
37,1,1,1,0,0
38,1,1,1,0,0
39,1,1,1,1,0
40,1,1,1,0,0
41,1,1,1,0,0
42,1,1,1,0,0
43,1,0,1,0,0
44,1,0,1,0,0
45,1,0,1,0,0
46,1,1,1,0,0
47,1,1,1,0,0
48,1,0,1,0,0
49,1,0,1,0,0
50,1,1,1,0,0
51,1,1,1,0,0
52,1,1,1,0,0
53,1,1,1,0,0
54,1,1,1,0,0
55,1,1,1,1,0
56,1,1,1,0,0
57,1,1,1,1,0
58,1,0,1,0,0
59,1,1,1,0,0
60,1,1,1,0,0
61,1,1,1,1,0
62,1,1,1,1,0
63,1,1,1,0,0
64,1,1,1,0,0
65,1,1,1,1,0
66,1,1,1,0,0
67,1,1,1,0,0
68,1,1,1,0,0
69,1,0,1,0,0
70,1,0,1,0,0
71,1,1,1,0,0
72,1,1,1,1,0
73,1,1,1,1,0
74,1,1,1,0,0
75,1,0,1,0,0
76,1,0,1,0,0
77,1,0,1,0,0
78,1,1,1,0,0
79,1,1,1,0,0
80,1,1,1,0,0
81,1,1,1,0,0
82,1,1,1,0,0
83,1,1,1,0,0
84,1,1,1,0,0
85,1,1,1,0,0
86,1,1,1,0,0
87,1,1,1,1,0
88,1,1,1,0,0
89,1,1,1,0,0
90,1,1,1,0,0
91,1,1,1,0,0
92,1,1,1,0,0
93,1,1,1,0,0
94,1,1,1,1,0
95,1,1,1,1,0
96,1,1,1,1,0
97,2,2,1,1,0
98,2,2,1,1,0
99,1,1,1,1,0
100,1,1,1,0,0
101,1,1,1,1,0
102,1,1,1,1,0
103,1,1,1,1,0
104,1,1,1,1,0
105,1,1,1,1,0
106,1,1,1,0,0
107,1,1,1,0,0
108,1,1,1,1,0
109,1,1,1,1,0
110,1,1,1,1,0
111,1,1,1,1,0
112,1,1,1,1,0
113,1,1,1,1,0
114,1,1,1,1,0
115,1,1,1,1,0
116,1,1,1,1,0
117,1,1,1,0,0
118,1,1,1,1,0
119,1,1,1,1,0
120,1,1,1,1,0
121,1,1,1,1,0
122,1,1,1,1,0
123,1,1,1,1,0
124,1,2,1,1,0
125,1,1,1,1,0
126,1,1,1,1,0
127,2,1,1,0,0
128,0,0,1,0,0
129,1,1,1,0,0
130,1,1,1,1,0
131,1,1,1,0,0
132,1,1,1,1,0
133,1,0,1,0,0
134,1,1,1,0,0
135,0,0,1,0,0
136,1,1,1,0,0
137,1,0,1,0,0
138,1,2,1,1,0
139,1,1,1,0,0
140,1,0,1,0,0
141,1,0,1,0,0
142,1,0,1,0,0
143,1,1,1,0,0
144,1,1,1,0,0
145,1,1,1,0,0
146,1,0,1,0,0
147,1,1,1,0,0
148,1,1,1,0,0
149,1,1,1,0,0
150,1,1,1,0,0
151,1,1,1,0,0
152,0,0,0,0,0
153,0,0,1,0,0
154,1,0,1,0,0
155,0,0,1,0,0
156,0,0,1,0,0
157,0,0,1,0,0
158,0,0,1,0,0
159,0,0,0,0,0
160,0,0,1,0,0
161,0,0,1,0,0
162,0,0,0,0,0
163,1,0,1,0,0
164,1,1,1,1,0
165,1,0,1,0,0
166,1,1,1,0,0
167,1,1,1,0,0
168,1,1,1,0,0
169,1,1,1,0,0
170,1,1,1,0,0
171,1,1,1,0,0
172,1,1,1,0,0
173,1,1,1,0,0
174,1,1,1,0,0
175,1,1,1,0,0
176,1,1,1,0,0
177,1,1,1,0,0
178,1,0,1,0,0
179,1,1,1,1,1
180,1,1,1,0,0
181,1,1,1,1,0
182,1,1,1,0,0
183,1,1,1,0,0
184,1,1,1,1,0
185,1,1,1,1,0
186,1,1,1,1,0
187,1,0,0,0,0
188,1,1,1,0,0
189,1,1,1,0,0
190,1,0,0,0,0
191,1,0,1,0,0
192,0,0,0,0,0
193,1,0,0,0,0
194,1,1,1,0,0
195,0,0,0,0,0
196,1,0,1,1,0
197,0,0,1,0,0
198,2,2,1,0,0
199,2,2,1,1,0
200,2,0,1,0,0
201,2,2,1,0,0
202,2,1,1,1,0
203,2,1,1,1,1
204,2,1,1,1,0
205,1,1,1,1,0
206,2,1,1,1,0
207,2,0,1,1,0
208,2,0,1,1,0
209,2,0,1,1,0
210,0,0,1,1,0
211,0,0,1,0,0
212,0,0,1,1,0
213,0,0,1,0,0
214,0,0,1,0,0
215,0,0,0,0,0
216,1,0,1,1,0
217,1,0,1,0,0
218,1,1,1,1,0
219,1,0,1,1,0
220,1,0,1,0,0
221,1,0,0,0,0
222,0,0,0,0,0
223,1,0,0,0,0
224,1,0,0,0,0
225,1,0,0,0,0
226,1,0,1,0,0
